,Date,Lat,Lon,Hour,Day
865251,2022-12-13 16:54:21.293266+00:00,44.72496518419478,-120.66706217381952,16,13
865252,2022-12-13 16:54:23.921271+00:00,44.808449910557464,-120.46966842855633,16,13
865253,2022-12-13 16:54:26.549277+00:00,44.89155283026507,-120.27167474261113,16,13
865254,2022-12-13 16:54:29.177283+00:00,44.97427175876857,-120.07308040659552,16,13
871905,2022-12-13 21:45:48.022761+00:00,44.954843951263776,-117.73327731679582,21,13
871906,2022-12-13 21:45:50.650767+00:00,44.87198546913962,-117.53470097732678,21,13
871907,2022-12-13 21:45:53.278772+00:00,44.788742755526435,-117.33672507625798,21,13
871908,2022-12-13 21:45:55.906747+00:00,44.705117994083174,-117.13934890217885,21,13
871909,2022-12-13 21:45:58.534753+00:00,44.621113362125215,-116.94257170383769,21,13
871910,2022-12-13 21:46:01.162759+00:00,44.5367310314181,-116.74639269310647,21,13
871911,2022-12-13 21:46:03.790765+00:00,44.451973167853644,-116.55081104508928,21,13
871912,2022-12-13 21:46:06.418770+00:00,44.366841931020254,-116.35582589800691,21,13
871913,2022-12-13 21:46:09.046776+00:00,44.2813394746072,-116.16143635509287,21,13
871914,2022-12-13 21:46:11.674751+00:00,44.19546794566633,-115.9676414837062,21,13
